"year","iddist","pop_landscan"
"2017","130905",9996.2
"2018","130905",9995.3
"2019","130905",10098.5
"2020","130905",11834
"2021","130905",11892
"2022","130905",11841.7
"2023","130905",12669.6
"2017","060502",2415.3
"2018","060502",2007.1
"2019","060502",2014.8
"2020","060502",1777
"2021","060502",1787.1
"2022","060502",1790.2
"2023","060502",1772.1
"2017","220202",21289
"2018","220202",13571.6
"2019","220202",13034.1
"2020","220202",11634.4
"2021","220202",9789.9
"2022","220202",9186.9
"2023","220202",9471.3
"2017","060106",15781.3
"2018","060106",14353.7
"2019","060106",14485.7
"2020","060106",16864
"2021","060106",17009.2
"2022","060106",17050.5
"2023","060106",17824.9
"2017","060507",1299.9
"2018","060507",1216.4
"2019","060507",1286.4
"2020","060507",2035.1
"2021","060507",2099.1
"2022","060507",2105.3
"2023","060507",2127.6
"2017","060508",11381.3
"2018","060508",9441.4
"2019","060508",9487.3
"2020","060508",6817
"2021","060508",6855.1
"2022","060508",6865.7
"2023","060508",6935.7
"2017","060109",4050.6
"2018","060109",4334.2
"2019","060109",4367
"2020","060109",8221.1
"2021","060109",8305.1
"2022","060109",8319.1
"2023","060109",8390.1
"2017","060107",8150
"2018","060107",8747
"2019","060107",8835.8
"2020","060107",8388
"2021","060107",8459.2
"2022","060107",8481.4
"2023","060107",7456.1
"2017","061004",10152.9
"2018","061004",9037.4
"2019","061004",9129.2
"2020","061004",7934.6
"2021","061004",8006.1
"2022","061004",8000.3
"2023","061004",7849.9
"2017","130401",42019.3
"2018","130401",40945.6
"2019","130401",41572.9
"2020","130401",42578.9
"2021","130401",43775.6
"2022","130401",43908.7
"2023","130401",43931.1
"2017","220605",1628.7
"2018","220605",4376.1
"2019","220605",5940.4
"2020","220605",7850.3
"2021","220605",10007.7
"2022","220605",10573.8
"2023","220605",9694.3
"2017","060111",9259.8
"2018","060111",9922.1
"2019","060111",10017
"2020","060111",11348.2
"2021","060111",11451
"2022","060111",11472.4
"2023","060111",11769.2
"2017","061202",3361
"2018","061202",2875.3
"2019","061202",2891.5
"2020","061202",4175.2
"2021","061202",4216.4
"2022","061202",4177.7
"2023","061202",4217.3
"2017","130306",340
"2018","130306",288
"2019","130306",289
"2020","130306",487.1
"2021","130306",485
"2022","130306",618.1
"2023","130306",566
"2017","061203",255.9
"2018","061203",222.1
"2019","061203",219.9
"2020","061203",552.9
"2021","061203",557.7
"2022","061203",552.5
"2023","061203",558.4
"2017","220204",1588.7
"2018","220204",2007.4
"2019","220204",2205.3
"2020","220204",3205
"2021","220204",3449
"2022","220204",3544.1
"2023","220204",3644
"2017","130704",22170.9
"2018","130704",22813.7
"2019","130704",23028.7
"2020","130704",22102.8
"2021","130704",22294.2
"2022","130704",22292.6
"2023","130704",12151.6
"2017","060104",10734.3
"2018","060104",4917
"2019","060104",4933.7
"2020","060104",6937.7
"2021","060104",6999.4
"2022","060104",7016.3
"2023","060104",7130.4
"2017","061005",2264.2
"2018","061005",2000.7
"2019","061005",2017.1
"2020","061005",2599.9
"2021","061005",2630.4
"2022","061005",2622.7
"2023","061005",2596.2
"2017","060204",4056.2
"2018","060204",4043.3
"2019","060204",4076.4
"2020","060204",3733.4
"2021","060204",3796.1
"2022","060204",4176
"2023","060204",4389.2
"2017","130703",1688.2
"2018","130703",1741.5
"2019","130703",1756.9
"2020","130703",4091.9
"2021","130703",4132.5
"2022","130703",4130.2
"2023","130703",3540.4
"2017","130705",6810.4
"2018","130705",6995.7
"2019","130705",7052.9
"2020","130705",7774.9
"2021","130705",7842
"2022","130705",7853.1
"2023","130705",6961.6
"2017","060504",265.8
"2018","060504",216
"2019","060504",216.1
"2020","060504",866.8
"2021","060504",873.8
"2022","060504",875.3
"2023","060504",883.7
"2017","061006",1479.3
"2018","061006",1310.2
"2019","061006",1320.6
"2020","061006",3157.4
"2021","061006",3195.8
"2022","061006",3187.8
"2023","061006",3206.7
"2017","060506",1186.4
"2018","060506",979.7
"2019","060506",981.3
"2020","060506",1844
"2021","060506",1855.7
"2022","060506",1865.9
"2023","060506",1843.7
"2017","060102",5749.5
"2018","060102",4874.5
"2019","060102",4915.7
"2020","060102",8764
"2021","060102",8841.1
"2022","060102",8867
"2023","060102",9075.5
"2017","250101",142344.5
"2018","250101",153016.3
"2019","250101",154657.1
"2020","250101",138444
"2021","250101",140602.1
"2022","250101",140145.6
"2023","250101",141176.9
"2017","061001",20956.6
"2018","061001",18501.1
"2019","061001",18667.2
"2020","061001",16304.2
"2021","061001",16448
"2022","061001",16420.9
"2023","061001",16324.8
"2017","060110",6313.8
"2018","060110",6771
"2019","060110",6830.5
"2020","060110",6906.1
"2021","060110",6967
"2022","060110",7001.7
"2023","060110",6965.6
"2017","060112",2607.5
"2018","060112",2324.2
"2019","060112",2343.1
"2020","060112",2507.3
"2021","060112",2535.3
"2022","060112",2539.2
"2023","060112",2546.8
"2017","130702",28131.3
"2018","130702",28899.9
"2019","130702",29178.1
"2020","130702",28331.1
"2021","130702",28575.5
"2022","130702",28584.7
"2023","130702",28368.1
"2017","060501",5334
"2018","060501",4486.2
"2019","060501",4495.9
"2020","060501",6103.6
"2021","060501",6150.8
"2022","060501",6162.4
"2023","060501",6169.3
"2017","020401",7923.6
"2018","020401",5290.7
"2019","020401",4419.9
"2020","020401",4679.5
"2021","020401",3960.3
"2022","020401",4175.6
"2023","020401",4418
"2017","130802",3605.3
"2018","130802",3286.8
"2019","130802",3308.4
"2020","130802",3987.6
"2021","130802",4014.3
"2022","130802",4018.3
"2023","130802",3857.9
"2017","131002",3661.8
"2018","131002",3032.6
"2019","131002",3073.1
"2020","131002",3808.2
"2021","131002",3717.1
"2022","131002",3714.3
"2023","131002",3615.8
"2017","250105",88997.3
"2018","250105",96898
"2019","250105",97614.8
"2020","250105",97215.2
"2021","250105",96580.6
"2022","250105",97193.3
"2023","250105",97529.6
"2017","130803",6060.5
"2018","130803",5534.5
"2019","130803",5565
"2020","130803",10056.9
"2021","130803",10175
"2022","130803",10184.8
"2023","130803",10273
"2017","021509",4928.8
"2018","021509",3854.2
"2019","021509",3871.9
"2020","021509",3260.5
"2021","021509",3342.5
"2022","021509",3393.5
"2023","021509",3335.5
"2017","131004",989.1
"2018","131004",839.2
"2019","131004",846.3
"2020","131004",1123.3
"2021","131004",1088.5
"2022","131004",1098.7
"2023","131004",1176.5
"2017","130105",91688.1
"2018","130105",103744.5
"2019","130105",104352.2
"2020","130105",102927.4
"2021","130105",103720.5
"2022","130105",103925
"2023","130105",93579.4
"2017","221001",8777.8
"2018","221001",8203
"2019","221001",8275.1
"2020","221001",17267
"2021","221001",17420
"2022","221001",17303.6
"2023","221001",20559.6
"2017","130502",6226.6
"2018","130502",5010
"2019","130502",5046.6
"2020","130502",4727.5
"2021","130502",4771.7
"2022","130502",4731.9
"2023","130502",4778.1
"2017","130102",61435.7
"2018","130102",69253.4
"2019","130102",69657.2
"2020","130102",74100.8
"2021","130102",74673.5
"2022","130102",74820.6
"2023","130102",72554.3
"2017","130807",23760.1
"2018","130807",21826.9
"2019","130807",21937.9
"2020","130807",4961
"2021","130807",4999
"2022","130807",5009.5
"2023","130807",6277.4
"2017","130805",1159.8
"2018","130805",1060.4
"2019","130805",1075.7
"2020","130805",1249.4
"2021","130805",1260.4
"2022","130805",1261.4
"2023","130805",1416.7
"2017","130111",76377.2
"2018","130111",86101.8
"2019","130111",86607.2
"2020","130111",83958.7
"2021","130111",84606.8
"2022","130111",84774
"2023","130111",68885.1
"2017","021503",9006.6
"2018","021503",6833.3
"2019","021503",6922.6
"2020","021503",4637.5
"2021","021503",4638.9
"2022","021503",4633.7
"2023","021503",4684.4
"2017","131001",15466.8
"2018","131001",12431.3
"2019","131001",12506.3
"2020","131001",19991.3
"2021","131001",21256
"2022","131001",21290.6
"2023","131001",19878.5
"2017","130101",318935.7
"2018","130101",359553.9
"2019","130101",361653.1
"2020","130101",351876.9
"2021","130101",354599.6
"2022","130101",355296.6
"2023","130101",363443
"2017","131005",561.8
"2018","131005",540
"2019","131005",613.6
"2020","131005",1476.3
"2021","131005",1468.1
"2022","131005",1472
"2023","131005",1544.6
"2017","130103",22575.4
"2018","130103",25450.9
"2019","130103",25598.8
"2020","130103",24807.8
"2021","130103",25000
"2022","130103",25048.5
"2023","130103",32336.1
"2017","061002",2397.6
"2018","061002",2117.2
"2019","061002",2133.8
"2020","061002",2551.3
"2021","061002",2573.8
"2022","061002",2573.8
"2023","061002",2451.2
"2017","060202",35080.9
"2018","060202",32933.8
"2019","060202",33244.3
"2020","060202",30007.3
"2021","060202",30271.3
"2022","060202",30196
"2023","060202",30302
"2017","100317",6236
"2018","100317",4164.2
"2019","100317",4193.3
"2020","100317",3789.6
"2021","100317",3823.6
"2022","100317",3811.2
"2023","100317",4435.2
"2017","100322",3991.9
"2018","100322",2669
"2019","100322",2667
"2020","100322",2819.8
"2021","100322",2821.1
"2022","100322",2813.2
"2023","100322",2665.5
"2017","020201",2576.8
"2018","020201",1900.7
"2019","020201",1921.8
"2020","020201",2205.6
"2021","020201",2211
"2022","020201",2218.9
"2023","020201",2406.7
"2017","100321",604.8
"2018","100321",403.5
"2019","100321",468
"2020","100321",1901.7
"2021","100321",1904.9
"2022","100321",1897.7
"2023","100321",1782.5
"2017","020508",11834.6
"2018","020508",9039.7
"2019","020508",9150.9
"2020","020508",8055.8
"2021","020508",8297.9
"2022","020508",8358.5
"2023","020508",8368.9
"2017","020202",1574.7
"2018","020202",1203.2
"2019","020202",1176.1
"2020","020202",799.8
"2021","020202",780.7
"2022","020202",775.3
"2023","020202",756
"2017","101107",1570.2
"2018","101107",983.2
"2019","101107",1285.6
"2020","101107",1120.7
"2021","101107",1426.7
"2022","101107",1434
"2023","101107",1438.1
"2017","021103",5522.7
"2018","021103",4069.7
"2019","021103",3034.6
"2020","021103",2973.4
"2021","021103",2191.9
"2022","021103",1797.4
"2023","021103",1595.1
"2017","021702",9667.6
"2018","021702",7977.3
"2019","021702",8138.6
"2020","021702",5502.5
"2021","021702",5846.8
"2022","021702",5890.9
"2023","021702",6013.3
"2017","060306",4547.8
"2018","060306",3834.4
"2019","060306",3865.1
"2020","060306",3165
"2021","060306",3184.6
"2022","060306",3165.1
"2023","060306",2905.7
"2017","060101",183541.6
"2018","060101",197108.7
"2019","060101",198963.9
"2020","060101",170577.2
"2021","060101",172115.3
"2022","060101",172549.1
"2023","060101",169563.1
"2017","140103",6887
"2018","140103",6857.4
"2019","140103",6656.1
"2020","140103",7212.6
"2021","140103",7110
"2022","140103",7117.7
"2023","140103",7034.5
"2017","220701",7256.8
"2018","220701",7611.5
"2019","220701",8442.4
"2020","220701",5939
"2021","220701",10350.8
"2022","220701",11486.8
"2023","220701",11773.8
"2017","061108",9166.7
"2018","061108",7272.4
"2019","061108",7354.4
"2020","061108",2551.9
"2021","061108",2700.4
"2022","061108",2678.9
"2023","061108",2541
"2017","220201",9292.6
"2018","220201",13274.9
"2019","220201",14068.4
"2020","220201",11832.3
"2021","220201",13554.2
"2022","220201",14069.1
"2023","220201",13356.4
"2017","060309",6109
"2018","060309",5180.8
"2019","060309",5218.3
"2020","060309",8410.3
"2021","060309",8475.4
"2022","060309",8433.2
"2023","060309",8000.4
"2017","010106",737.7
"2018","010106",728.1
"2019","010106",732.6
"2020","010106",1086.2
"2021","010106",1086.1
"2022","010106",1134.3
"2023","010106",1155.8
"2017","020601",10766.6
"2018","020601",12457.3
"2019","020601",12522.3
"2020","020601",10313.4
"2021","020601",10392
"2022","020601",10388
"2023","020601",10075.7
"2017","020603",573.1
"2018","020603",727.1
"2019","020603",978.3
"2020","020603",1085.8
"2021","020603",1138.1
"2022","020603",1139.4
"2023","020603",1126.7
"2017","022007",5258.7
"2018","022007",5298.8
"2019","022007",5185.1
"2020","022007",3102.2
"2021","022007",3075.9
"2022","022007",3086.7
"2023","022007",3295.5
"2017","021807",2483
"2018","021807",3770.5
"2019","021807",3813.4
"2020","021807",4938.6
"2021","021807",4987.8
"2022","021807",4999
"2023","021807",4655
"2017","021013",3494.3
"2018","021013",3431.8
"2019","021013",3236.2
"2020","021013",2295.9
"2021","021013",2248.6
"2022","021013",2226
"2023","021013",2294.1
"2017","021001",10381.6
"2018","021001",6731.8
"2019","021001",7073.6
"2020","021001",7893.3
"2021","021001",7937
"2022","021001",7882.4
"2023","021001",8177.3
"2017","021004",12126.5
"2018","021004",7940.8
"2019","021004",8302.7
"2020","021004",7421.9
"2021","021004",7675.1
"2022","021004",7669.6
"2023","021004",7502
"2017","100504",7828.9
"2018","100504",5787.7
"2019","100504",5784.9
"2020","100504",6565.9
"2021","100504",6543
"2022","100504",6474
"2023","100504",6516.9
"2017","021014",9594.8
"2018","021014",10567
"2019","021014",10244
"2020","021014",10824.9
"2021","021014",10640.4
"2022","021014",10462.6
"2023","021014",10189.9
"2017","020101",33926.8
"2018","020101",35769.9
"2019","020101",35893.8
"2020","020101",38831.3
"2021","020101",39157.3
"2022","020101",39254
"2023","020101",43960
"2017","100509",2323.5
"2018","100509",1761.6
"2019","100509",2196.2
"2020","100509",3634.3
"2021","100509",3683.2
"2022","100509",3645.6
"2023","100509",3685.3
"2017","250401",3747.3
"2018","250401",2721.7
"2019","250401",2746.1
"2020","250401",2568.5
"2021","250401",2294
"2022","250401",2393.1
"2023","250401",2285.9
"2017","130302",777
"2018","130302",633.7
"2019","130302",639.9
"2020","130302",2339.3
"2021","130302",2395.9
"2022","130302",2311.2
"2023","130302",2151.1
"2017","061003",5810.8
"2018","061003",5524.3
"2019","061003",5577.2
"2020","061003",3837
"2021","061003",3869.5
"2022","061003",3861.6
"2023","061003",3885.4
"2017","021705",142.2
"2018","021705",130.1
"2019","021705",127.1
"2020","021705",606.4
"2021","021705",593.2
"2022","021705",592.2
"2023","021705",636.3
"2017","101001",8235
"2018","101001",4074.8
"2019","101001",4102.5
"2020","101001",5206.7
"2021","101001",5315.3
"2022","101001",5264.5
"2023","101001",5291.7
"2017","100208",967.6
"2018","100208",850.4
"2019","100208",856.1
"2020","100208",3264.6
"2021","100208",3264.6
"2022","100208",3270.2
"2023","100208",3257.8
"2017","101002",3497.7
"2018","101002",1828.9
"2019","101002",1868.3
"2020","101002",1536.7
"2021","101002",1579.3
"2022","101002",1541.4
"2023","101002",1566.5
"2017","130305",3425.5
"2018","130305",2840.5
"2019","130305",2852.5
"2020","130305",3012.2
"2021","130305",2993.2
"2022","130305",2874.4
"2023","130305",3661.5
"2017","220404",5799.6
"2018","220404",5931
"2019","220404",5702.9
"2020","220404",5900.9
"2021","220404",4983.1
"2022","220404",4675.7
"2023","220404",4818.2
"2017","061102",549
"2018","061102",427.9
"2019","061102",429.9
"2020","061102",960.1
"2021","061102",969.2
"2022","061102",1322.1
"2023","061102",1379.5
"2017","160602",980
"2018","160602",820.4
"2019","160602",751.2
"2020","160602",393.5
"2021","160602",827.6
"2022","160602",848.1
"2023","160602",779.5
"2017","220706",1417.3
"2018","220706",1383
"2019","220706",1341.2
"2020","220706",977.2
"2021","220706",1446.6
"2022","220706",1579.6
"2023","220706",1674.6
"2017","061101",6436.1
"2018","061101",5023
"2019","061101",5065.4
"2020","061101",9797.5
"2021","061101",9841.8
"2022","061101",9774.8
"2023","061101",9880.4
"2017","060310",13847.3
"2018","060310",11709.8
"2019","060310",11796.2
"2020","060310",8331.6
"2021","060310",8374.7
"2022","060310",8633.5
"2023","060310",8340
"2017","150301",4490.5
"2018","150301",3019.2
"2019","150301",3042.6
"2020","150301",2042.6
"2021","150301",2064.4
"2022","150301",2007.3
"2023","150301",1847.9
"2017","020502",445.3
"2018","020502",333.7
"2019","020502",330.1
"2020","020502",281.4
"2021","020502",279.6
"2022","020502",274.8
"2023","020502",281.4
"2017","190204",4521.1
"2018","190204",3887
"2019","190204",3907.3
"2020","190204",2529.9
"2021","190204",2530.9
"2022","190204",2410.1
"2023","190204",2031.8
"2017","150302",360.4
"2018","150302",231.8
"2019","150302",232
"2020","150302",395.1
"2021","150302",398.5
"2022","150302",389.9
"2023","150302",395.2
"2017","021406",1702.7
"2018","021406",1235.9
"2019","021406",1250.3
"2020","021406",1335.3
"2021","021406",1347.2
"2022","021406",1348.9
"2023","021406",1317.9
"2017","020512",459.9
"2018","020512",356.6
"2019","020512",375.3
"2020","020512",716.6
"2021","020512",716.8
"2022","020512",785.5
"2023","020512",776.3
"2017","021401",1469.3
"2018","021401",1044.3
"2019","021401",1053.6
"2020","021401",1137.1
"2021","021401",1142.3
"2022","021401",1142.3
"2023","021401",1112.2
"2017","020511",165.6
"2018","020511",131.5
"2019","020511",144.6
"2020","020511",162.7
"2021","020511",166.8
"2022","020511",162.2
"2023","020511",133.9
"2017","021403",679.3
"2018","021403",495.9
"2019","021403",498.8
"2020","021403",287.5
"2021","021403",294.5
"2022","021403",294.1
"2023","021403",283
"2017","020514",240.4
"2018","020514",178.5
"2019","020514",178.5
"2020","020514",211.1
"2021","020514",211.2
"2022","020514",206.7
"2023","020514",207.4
"2017","100206",1836
"2018","100206",1579.2
"2019","100206",1586.4
"2020","100206",1674.7
"2021","100206",1674.7
"2022","100206",1675.3
"2023","100206",1852.1
"2017","100207",19012.3
"2018","100207",16431.6
"2019","100207",16682.9
"2020","100207",10400.1
"2021","100207",10659.1
"2022","100207",10679
"2023","100207",10764
"2017","020510",970.8
"2018","020510",728.8
"2019","020510",716.1
"2020","020510",1206.1
"2021","020510",1195.7
"2022","020510",1167.3
"2023","020510",1196.5
"2017","020513",1476.1
"2018","020513",1042
"2019","020513",1070.4
"2020","020513",402.3
"2021","020513",421.8
"2022","020513",414.9
"2023","020513",411.4
"2017","020515",556.9
"2018","020515",417.8
"2019","020515",415
"2020","020515",448.5
"2021","020515",444.4
"2022","020515",484.1
"2023","020515",483.8
"2017","021903",1974.8
"2018","021903",1590.2
"2019","021903",1459.2
"2020","021903",770.2
"2021","021903",731.5
"2022","021903",722.5
"2023","021903",725.6
"2017","100702",13888.9
"2018","100702",13025.4
"2019","100702",13113.8
"2020","100702",9003
"2021","100702",9060.6
"2022","100702",8760.1
"2023","100702",9144.7
"2017","021906",5766.2
"2018","021906",4629.1
"2019","021906",4313.1
"2020","021906",3273.7
"2021","021906",3280.1
"2022","021906",3284.5
"2023","021906",3323.2
"2017","250107",43408.9
"2018","250107",45311.3
"2019","250107",45655.7
"2020","250107",46862.8
"2021","250107",46536.9
"2022","250107",46035.6
"2023","250107",48320.3
"2017","020904",5102.2
"2018","020904",4367.9
"2019","020904",4618.8
"2020","020904",3252.8
"2021","020904",3489.9
"2022","020904",3500
"2023","020904",3682.2
"2017","021511",4249.9
"2018","021511",3133.3
"2019","021511",3130.2
"2020","021511",3486.6
"2021","021511",3481.4
"2022","021511",3473
"2023","021511",3581.6
"2017","130811",4565.7
"2018","130811",4199.1
"2019","130811",4237.6
"2020","130811",3453.5
"2021","130811",3487
"2022","130811",3488
"2023","130811",3133.8
"2017","021501",3466.2
"2018","021501",2581
"2019","021501",2565.1
"2020","021501",2509.4
"2021","021501",2504.5
"2022","021501",2502.8
"2023","021501",2607.3
"2017","021908",4004.8
"2018","021908",3241.6
"2019","021908",3147.6
"2020","021908",3151.7
"2021","021908",3047
"2022","021908",3036.2
"2023","021908",2893.5
"2017","021402",693.2
"2018","021402",500.4
"2019","021402",501.4
"2020","021402",625.6
"2021","021402",639.3
"2022","021402",638.7
"2023","021402",613.7
"2017","190103",2953.8
"2018","190103",2237.9
"2019","190103",2249.7
"2020","190103",2321.5
"2021","190103",2334.5
"2022","190103",2295.7
"2023","190103",2471.5
"2017","021410",122
"2018","021410",83.5
"2019","021410",83.5
"2020","021410",642.1
"2021","021410",643
"2022","021410",643
"2023","021410",690.1
"2017","190205",2386.1
"2018","190205",2032.5
"2019","190205",2062.5
"2020","190205",1731.2
"2021","190205",1755.7
"2022","190205",1714.5
"2023","190205",2479.5
"2017","190106",1081.1
"2018","190106",787
"2019","190106",791
"2020","190106",1112.2
"2021","190106",1117.6
"2022","190106",1101.8
"2023","190106",1078.4
"2017","190207",3626
"2018","190207",3113.3
"2019","190207",3134.5
"2020","190207",2958.1
"2021","190207",2960.1
"2022","190207",2821
"2023","190207",3273.9
"2017","021408",440
"2018","021408",318.4
"2019","021408",319.6
"2020","021408",287.4
"2021","021408",294.9
"2022","021408",294.9
"2023","021408",306.2
"2017","021407",166.2
"2018","021407",125
"2019","021407",126.2
"2020","021407",145.7
"2021","021407",151.5
"2022","021407",155.7
"2023","021407",155.8
"2017","190206",5739.3
"2018","190206",4880
"2019","190206",5013
"2020","190206",6205.1
"2021","190206",6240.4
"2022","190206",5962.4
"2023","190206",5963.9
"2017","190202",6919.4
"2018","190202",5954.3
"2019","190202",5996.6
"2020","190202",5286.6
"2021","190202",5289.7
"2022","190202",5046.6
"2023","190202",5263.7
"2017","020506",70.2
"2018","020506",50.3
"2019","020506",50.3
"2020","020506",155.5
"2021","020506",154.5
"2022","020506",193
"2023","020506",203.9
"2017","021709",338.5
"2018","021709",308.5
"2019","021709",299.3
"2020","021709",530.4
"2021","021709",516.2
"2022","021709",516.2
"2023","021709",510.3
"2017","021102",624.3
"2018","021102",452.5
"2019","021102",370.7
"2020","021102",636.8
"2021","021102",464.8
"2022","021102",381.5
"2023","021102",371.9
"2017","170301",356.2
"2018","170301",713.1
"2019","170301",771
"2020","170301",1308.2
"2021","170301",1327.4
"2022","170301",1207
"2023","170301",1276
"2017","100803",3620.6
"2018","100803",2788.1
"2019","100803",2828.2
"2020","100803",7818.9
"2021","100803",7887.9
"2022","100803",7320.1
"2023","100803",7288.6
"2017","101103",814.1
"2018","101103",471.1
"2019","101103",465.4
"2020","101103",876.9
"2021","101103",867.5
"2022","101103",869.4
"2023","101103",845.1
"2017","101005",3983.6
"2018","101005",2171.4
"2019","101005",2176.3
"2020","101005",2609.5
"2021","101005",2609.3
"2022","101005",2635.5
"2023","101005",2676.7
"2017","021703",1486.9
"2018","021703",1321.1
"2019","021703",1271.5
"2020","021703",467.4
"2021","021703",452.3
"2022","021703",452
"2023","021703",454.3
"2017","021105",911.3
"2018","021105",652
"2019","021105",525
"2020","021105",1152.3
"2021","021105",838.1
"2022","021105",691.7
"2023","021105",673.6
"2017","100503",8196
"2018","100503",6101.9
"2019","100503",6093.1
"2020","100503",4756.6
"2021","100503",4749.5
"2022","100503",4689.7
"2023","100503",4657.2
"2017","021209",735.7
"2018","021209",718.8
"2019","021209",704.1
"2020","021209",1706.5
"2021","021209",1681.8
"2022","021209",1680.9
"2023","021209",1698.5
"2017","021302",3401.4
"2018","021302",2797.1
"2019","021302",2563.6
"2020","021302",3500.9
"2021","021302",3386.4
"2022","021302",3332
"2023","021302",3215.2
"2017","100402",2253.4
"2018","100402",1736.5
"2019","100402",1753.2
"2020","100402",2495.2
"2021","100402",2511.9
"2022","100402",2520.9
"2023","100402",2513.1
"2017","100703",669.8
"2018","100703",666
"2019","100703",783.4
"2020","100703",1046.9
"2021","100703",1135.2
"2022","100703",1391.3
"2023","100703",1361.3
"2017","021304",6057.6
"2018","021304",5012.6
"2019","021304",4746.4
"2020","021304",2643
"2021","021304",2556.1
"2022","021304",2519.6
"2023","021304",2448.8
"2017","021202",1308.1
"2018","021202",1424.7
"2019","021202",1435.6
"2020","021202",1018.9
"2021","021202",1063.2
"2022","021202",1066.7
"2023","021202",1120
"2017","021601",10284.2
"2018","021601",8534.3
"2019","021601",8837.1
"2020","021601",11503.5
"2021","021601",11525.4
"2022","021601",11149.3
"2023","021601",11355.5
"2017","131203",7610.6
"2018","131203",8828.3
"2019","131203",8910.9
"2020","131203",5678
"2021","131203",5724
"2022","131203",5771.7
"2023","131203",5832.6
"2017","021210",8585.8
"2018","021210",7930.1
"2019","021210",8279.4
"2020","021210",3184.8
"2021","021210",3708
"2022","021210",3746.9
"2023","021210",3486
"2017","021801",346446.3
"2018","021801",356476.8
"2019","021801",359772
"2020","021801",355214.5
"2021","021801",358412.7
"2022","021801",359233.2
"2023","021801",368807.8
"2017","021804",3594.6
"2018","021804",3699.1
"2019","021804",3747.5
"2020","021804",4931.4
"2021","021804",4969.3
"2022","021804",4973.3
"2023","021804",4487.4
"2017","021604",3429.3
"2018","021604",2904.7
"2019","021604",2836.1
"2020","021604",2277.7
"2021","021604",2252.5
"2022","021604",2193.1
"2023","021604",2274
"2017","020905",589.8
"2018","020905",509.2
"2019","020905",507.2
"2020","020905",808.1
"2021","020905",786.6
"2022","020905",844.6
"2023","020905",871.9
"2017","020906",281.1
"2018","020906",328.5
"2019","020906",357.9
"2020","020906",499.7
"2021","020906",479.3
"2022","020906",472.3
"2023","020906",444.4
"2017","021909",5067.4
"2018","021909",4275.3
"2019","021909",4789.1
"2020","021909",5803.8
"2021","021909",5930.4
"2022","021909",5959.7
"2023","021909",5826
"2017","130503",5399.5
"2018","130503",4337.1
"2019","130503",4387.2
"2020","130503",5148.2
"2021","130503",5192.6
"2022","130503",5161.9
"2023","130503",5714.4
"2017","130108",1597.9
"2018","130108",1806.8
"2019","130108",1817.8
"2020","130108",3306.6
"2021","130108",3335.1
"2022","130108",3341.3
"2023","130108",3343.4
"2017","131003",6527
"2018","131003",5445.7
"2019","131003",5478.6
"2020","131003",3584.9
"2021","131003",3471.2
"2022","131003",3510.9
"2023","131003",4212.8
"2017","131006",24280.4
"2018","131006",20156.9
"2019","131006",20320.9
"2020","131006",12858.3
"2021","131006",12464.4
"2022","131006",12491.4
"2023","131006",13127
"2017","130808",2833.6
"2018","130808",2599.8
"2019","130808",2804.3
"2020","130808",8750.8
"2021","130808",8841.1
"2022","130808",8851.1
"2023","130808",8439.3
"2017","130610",99
"2018","130610",80.2
"2019","130610",80.8
"2020","130610",454.8
"2021","130610",458.6
"2022","130610",459.6
"2023","130610",432.9
"2017","130602",21968.3
"2018","130602",18154.8
"2019","130602",18332.7
"2020","130602",14264.6
"2021","130602",14390.4
"2022","130602",14426.3
"2023","130602",13444.9
"2017","130606",474.1
"2018","130606",397.4
"2019","130606",401.8
"2020","130606",713.5
"2021","130606",719.9
"2022","130606",733.9
"2023","130606",738.6
"2017","130907",9614.3
"2018","130907",9560.7
"2019","130907",9668.7
"2020","130907",7385.3
"2021","130907",7419.1
"2022","130907",7514.3
"2023","130907",7809.4
"2017","130904",3362.6
"2018","130904",3353.2
"2019","130904",3393.3
"2020","130904",5639.4
"2021","130904",5934.7
"2022","130904",5914.2
"2023","130904",6025.6
"2017","130810",2910.8
"2018","130810",2650
"2019","130810",2655.1
"2020","130810",2063.4
"2021","130810",2072.6
"2022","130810",2074.6
"2023","130810",2126.3
"2017","130604",2142.2
"2018","130604",1774
"2019","130604",1792.3
"2020","130604",1632.5
"2021","130604",1646.4
"2022","130604",1649.3
"2023","130604",1757.5
"2017","130601",13774.4
"2018","130601",11614.9
"2019","130601",11714.7
"2020","130601",12872.6
"2021","130601",12984.4
"2022","130601",13014.3
"2023","130601",13451.6
"2017","130901",73039.1
"2018","130901",73055.2
"2019","130901",73453.5
"2020","130901",61538.7
"2021","130901",61849.2
"2022","130901",61578.9
"2023","130901",58198.5
"2017","130903",3967.9
"2018","130903",4098
"2019","130903",4196.2
"2020","130903",6588.3
"2021","130903",6652.2
"2022","130903",6630.3
"2023","130903",6793.1
"2017","221003",5169.2
"2018","221003",4539.2
"2019","221003",4581.6
"2020","221003",9769.6
"2021","221003",9840.1
"2022","221003",10406.7
"2023","221003",10202
"2017","130614",17002.9
"2018","130614",14116.8
"2019","130614",14239.8
"2020","130614",21460.4
"2021","130614",21652.8
"2022","130614",21699.9
"2023","130614",22289.1
"2017","130906",22115.6
"2018","130906",22041.6
"2019","130906",22173.3
"2020","130906",20203.7
"2021","130906",20282
"2022","130906",20204.3
"2023","130906",20871.2
"2017","130902",10497
"2018","130902",10457
"2019","130902",10556.4
"2020","130902",14821.4
"2021","130902",15072.6
